,Species,Genus,Family,Molecule_type,Organism_Name,kingdom,phylum,class,order,family,genus,species,strain
k141_8267_GMOREA0050-DNA,Paclarkvirus IPP54,Paclarkvirus,Unknown,dsDNA,Streptococcus phage IPP54,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Paclarkvirus,Paclarkvirus IPP54,Streptococcus phage IPP54
k141_82710_GMOREA0041-DNA,Uetakevirus SPN1S,Unknown,Unknown,dsDNA,Salmonella phage SPN1S,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Klebsiella phage VLCpiS13b,unclassified Klebsiella phage VLCpiS13b subspecies/strain
k141_8272_GMOREA0124-DNA,Abouovirus abouo,Unknown,Unknown,dsDNA,Brevibacillus phage Abouo,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Abouovirus,Abouovirus abouo,Brevibacillus phage Abouo
k141_82737_GMOREA0103-DNA,Brigitvirus brigit,Brigitvirus,Unknown,dsDNA,Faecalibacterium phage FP_Brigit,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Brigitvirus,Brigitvirus brigit,Faecalibacterium phage FP_Brigit
k141_8275_GMOREA0044-DNA,Mushuvirus mushu,Mushuvirus,Unknown,dsDNA,Faecalibacterium phage FP_Mushu,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Mushuvirus,Mushuvirus mushu,Faecalibacterium phage FP_Mushu
k141_82764_GMOREA0120-DNA,Pleetrevirus iLp84,Pleetrevirus,Unknown,dsDNA,Lactobacillus phage iLp84,Na,Na,Na,Na,Na,Na,Na,Na
k141_82781_GMOREA0178-DNA,Bacillus phage vB_BanS_Athena,Unknown,Unknown,dsDNA,Bacillus phage vB_BanS_Athena,Na,Na,Na,Na,Na,Na,Na,Na
k141_8280_GMOREA0061-DNA,Paramecium bursaria Chlorella virus NYs1,Chlorovirus,Phycodnaviridae,dsDNA,Paramecium bursaria Chlorella virus NYs1,Viruses,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus NYs1,unclassified Paramecium bursaria Chlorella virus NYs1 subspecies/strain
k141_82824_GMOREA0172-DNA,Bacillus phage vB_BcoS-136,Unknown,Unknown,dsDNA,Bacillus phage vB_BcoS-136,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Alcyoneusvirus,Alcyoneusvirus K641,Klebsiella phage K64-1
k141_82837_GMOREA0027,Clostridium phage vB_CpeS-CP51,Unknown,Unknown,dsDNA,Clostridium phage vB_CpeS-CP51,Na,Na,Na,Na,Na,Na,Na,Na
k141_82839_GMOREA0094-DNA,Salmonella phage ST64B,Unknown,Unknown,dsDNA,Salmonella phage ST64B,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Psychrobacter phage Psymv2,unclassified Psychrobacter phage Psymv2 subspecies/strain
k141_82839_GMOREA0178-DNA,Marthavirus martha,Marthavirus,Unknown,dsDNA,Arthrobacter phage Martha,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Marthavirus,Marthavirus martha,Arthrobacter phage Martha
k141_82858_GMOREA0142-DNA,Enterobacteria phage P4,Unknown,Unknown,dsDNA,Enterobacteria phage P4,Na,Na,Na,Na,Na,Na,Na,Na
k141_82859_GMOREA0052-DNA,Kumaovirus kumao,Kumaovirus,Vilmaviridae,dsDNA,Mycobacterium phage Kumao,Na,Na,Na,Na,Na,Na,Na,Na
k141_8285_GMOREA0052-DNA,Beecentumtrevirus Nf,Beecentumtrevirus,Salasmaviridae,dsDNA,Bacillus phage Nf,Na,Na,Na,Na,Na,Na,Na,Na
k141_82870_GMOREA0067-DNA,Steinhofvirus JWX,Unknown,Unknown,dsDNA,Achromobacter phage JWX,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Salvovirus,Salvovirus bacata,Xylella phage Bacata
k141_82871_GMOREA0011,Bacillus phage Pavlov,Pagevirus,Unknown,dsDNA,Bacillus phage Pavlov,Na,Na,Na,Na,Na,Na,Na,Na
k141_82893_GMOREA0067-DNA,Pushchinovirus B83,Pushchinovirus,Unknown,dsDNA,Bacillus phage vB_BtS_B83,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Pushchinovirus,Pushchinovirus B83,Bacillus phage vB_BtS_B83
k141_82927_GMOREA0120-DNA,Obolenskvirus AB1,Obolenskvirus,Unknown,dsDNA,Acinetobacter phage AB1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Obolenskvirus,Obolenskvirus AB1,Acinetobacter phage AB1
k141_8292_GMOREA0011,Svunavirus GBSV1,Unknown,Unknown,dsDNA,Geobacillus phage GBSV1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Lactococcus phage bIL285,unclassified Lactococcus phage bIL285 subspecies/strain
k141_8293_GMOREA0036,Planktothrix phage PaV-LD,Unknown,Unknown,dsDNA,Planktothrix phage PaV-LD,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Planktothrix phage PaV-LD,unclassified Planktothrix phage PaV-LD subspecies/strain
k141_82941_GMOREA0004,Leicestervirus CD146,Leicestervirus,Unknown,dsDNA,Clostridium phage phiCD146,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Brigitvirus,Brigitvirus brigit,Faecalibacterium phage FP_Brigit
k141_82956_GMOREA0044-DNA,Toutatisvirus toutatis,Unknown,Unknown,dsDNA,Faecalibacterium phage FP_Toutatis,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Toutatisvirus toutatis,Faecalibacterium phage FP_Toutatis
k141_82958_GMOREA0094-DNA,Jimmervirus jimmer,Jimmervirus,Unknown,dsDNA,Brevibacillus phage Jimmer2,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Jimmervirus,Jimmervirus jimmer,Brevibacillus phage Jimmer2
k141_82980_GMOREA0080-DNA,Clostridium phage phiCP26F,Unknown,Unknown,dsDNA,Clostridium phage phiCP26F,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Picardvirus,Picardvirus picard,Streptomyces phage Picard
k141_82983_GMOREA0172-DNA,Clostridium phage phiCTP1,Unknown,Unknown,dsDNA,Clostridium phage phiCTP1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Clostridium phage phiCTP1,unclassified Clostridium phage phiCTP1 subspecies/strain
k141_8302_GMOREA0172-DNA,Phitrevirus phi3,Phitrevirus,Peduoviridae,dsDNA,Pseudomonas phage phi3,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Peduoviridae,Phitrevirus,Phitrevirus phi3,Pseudomonas phage phi3
k141_83113_GMOREA0052-DNA,Eponavirus epona,Eponavirus,Unknown,dsDNA,Faecalibacterium phage FP_Epona,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Eponavirus,Eponavirus epona,Faecalibacterium phage FP_Epona
k141_83119_GMOREA0010,Machinavirus machina,Machinavirus,Unknown,dsDNA,Erwinia phage Machina,Na,Na,Na,Na,Na,Na,Na,Na
k141_83134_GMOREA0120-DNA,Deep-sea thermophilic phage D6E,Unknown,Unknown,dsDNA,Deep-sea thermophilic phage D6E,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Kolesnikvirus,Kolesnikvirus Ea214,Erwinia phage phiEa21-4
k141_83145_GMOREA0124-DNA,Pagevirus palmer,Pagevirus,Unknown,dsDNA,Bacillus phage Palmer,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Pagevirus,Pagevirus palmer,Bacillus phage Palmer
k141_83153_GMOREA0103-DNA,Bacillus phage FADO,Unknown,Unknown,dsDNA,Bacillus phage FADO,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Bacillus phage FADO,unclassified Bacillus phage FADO subspecies/strain
k141_83161_GMOREA0012,Buchavirus faecalis,Buchavirus,Suoliviridae,dsDNA,uncultured phage cr56_1,Viruses,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Buchavirus,Buchavirus faecalis,uncultured phage cr56_1
k141_83205_GMOREA0124-DNA,Heilongjiangvirus Lb,Heilongjiangvirus,Unknown,dsDNA,Lactobacillus phage Lb,Na,Na,Na,Na,Na,Na,Na,Na
k141_83221_GMOREA0006,Mushuvirus mushu,Mushuvirus,Unknown,dsDNA,Faecalibacterium phage FP_Mushu,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Mushuvirus,Mushuvirus mushu,Faecalibacterium phage FP_Mushu
k141_83254_GMOREA0171-DNA,Arthrobacter phage Reedo,Manhattanvirus,Unknown,dsDNA,Arthrobacter phage Reedo,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Manhattanvirus,Arthrobacter phage Reedo,unclassified Arthrobacter phage Reedo subspecies/strain
k141_83261_GMOREA0178-DNA,Geobacillus virus E2,Unknown,Unknown,dsDNA,Geobacillus virus E2,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Geobacillus virus E2,unclassified Geobacillus virus E2 subspecies/strain
k141_83270_GMOREA0120-DNA,Streptococcus phage phiARI0462,Unknown,Unknown,dsDNA,Streptococcus phage phiARI0462,Na,Na,Na,Na,Na,Na,Na,Na
k141_83289_GMOREA0171-DNA,Klebsiella phage BUCT_49532,Jedunavirus,Unknown,dsDNA,Klebsiella phage BUCT_49532,Na,Na,Na,Na,Na,Na,Na,Na
k141_83308_GMOREA0080-DNA,Buorbuivirus hominis,Buorbuivirus,Suoliviridae,dsDNA,uncultured phage cr4_1,Viruses,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Buorbuivirus,Buorbuivirus hominis,uncultured phage cr4_1
k141_83310_GMOREA0023,Pseudomonas phage vB_PaeM_PS119XW,Unknown,Unknown,dsDNA,Pseudomonas phage vB_PaeM_PS119XW,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Pseudomonas phage vB_PaeM_PS119XW,unclassified Pseudomonas phage vB_PaeM_PS119XW subspecies/strain
k141_83319_GMOREA0124-DNA,Dragolirvirus dragolir,Unknown,Unknown,dsDNA,Paenibacillus phage Dragolir,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Dragolirvirus dragolir,Paenibacillus phage Dragolir
k141_83332_GMOREA0012,Alces alces faeces associated microvirus MP10 5560,Unknown,Microviridae,ssDNA(+),Alces alces faeces associated microvirus MP10 5560,Viruses,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,unclassified Microviridae genus,Alces alces faeces associated microvirus MP10 5560,unclassified Alces alces faeces associated microvirus MP10 5560 subspecies/strain
k141_83344_GMOREA0004,Clostridium phage phiCT453A,Unknown,Unknown,dsDNA,Clostridium phage phiCT453A,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Clostridium phage phiCT453A,unclassified Clostridium phage phiCT453A subspecies/strain
k141_83355_GMOREA0120-DNA,Caulobacter virus Magneto,Shapirovirus,Unknown,dsDNA,Caulobacter virus Magneto,Na,Na,Na,Na,Na,Na,Na,Na
k141_83379_GMOREA0142-DNA,Haemophilus phage SuMu,Unknown,Unknown,dsDNA,Haemophilus phage SuMu,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Haemophilus phage SuMu,unclassified Haemophilus phage SuMu subspecies/strain
k141_8337_GMOREA0103-DNA,Arawnvirus arawn,Arawnvirus,Unknown,dsDNA,Butyrivibrio phage Arawn,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Arawnvirus,Arawnvirus arawn,Butyrivibrio phage Arawn
k141_83394_GMOREA0041-DNA,Tandoganvirus A403,Tandoganvirus,Unknown,dsDNA,Anoxybacillus phage A403,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Tandoganvirus,Tandoganvirus A403,Anoxybacillus phage A403
k141_83416_GMOREA0117-DNA,Gordonia phage Maridalia,Nymphadoravirus,Unknown,dsDNA,Gordonia phage Maridalia,Na,Na,Na,Na,Na,Na,Na,Na
k141_83422_GMOREA0027,Mannheimia phage vB_MhS_587AP2,Unknown,Unknown,dsDNA,Mannheimia phage vB_MhS_587AP2,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Mannheimia phage vB_MhS_587AP2,unclassified Mannheimia phage vB_MhS_587AP2 subspecies/strain
k141_83439_GMOREA0010,Bacillus phage BalMu-1,Unknown,Unknown,dsDNA,Bacillus phage BalMu-1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Bacillus phage BalMu-1,unclassified Bacillus phage BalMu-1 subspecies/strain
k141_8343_GMOREA0061-DNA,Xuanwuvirus P88,Xuanwuvirus,Peduoviridae,dsDNA,Escherichia phage P88,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Peduoviridae,Xuanwuvirus,Xuanwuvirus P88,Escherichia phage P88
k141_83441_GMOREA0124-DNA,Clostridium phage phiCT453A,Unknown,Unknown,dsDNA,Clostridium phage phiCT453A,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Clostridium phage phiCT453A,unclassified Clostridium phage phiCT453A subspecies/strain
k141_83444_GMOREA0171-DNA,Vegasvirus vegas,Vegasvirus,Unknown,dsDNA,Paenibacillus phage Vegas,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Dragolirvirus,Dragolirvirus dragolir,Paenibacillus phage Dragolir
k141_8344_GMOREA0052-DNA,Bacillus phage phi4B1,Unknown,Unknown,dsDNA,Bacillus phage phi4B1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Bacillus phage phi4B1,unclassified Bacillus phage phi4B1 subspecies/strain
k141_83455_GMOREA0067-DNA,Bacillus phage BalMu-1,Unknown,Unknown,dsDNA,Bacillus phage BalMu-1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Bacillus phage BalMu-1,unclassified Bacillus phage BalMu-1 subspecies/strain
k141_83455_GMOREA0080-DNA,Bacillus phage phBC6A52,Unknown,Unknown,dsDNA,Bacillus phage phBC6A52,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Bacillus phage phBC6A52,unclassified Bacillus phage phBC6A52 subspecies/strain
k141_83458_GMOREA0178-DNA,Clostridium phage phiCP13O,Unknown,Unknown,dsDNA,Clostridium phage phiCP13O,Na,Na,Na,Na,Na,Na,Na,Na
k141_8348_GMOREA0004,Samwavirus StAB,Samwavirus,Unknown,dsDNA,Corynebacterium phage StAB,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Samwavirus,Samwavirus StAB,Corynebacterium phage StAB
k141_83495_GMOREA0004,Phifelvirus FL3,Phifelvirus,Unknown,dsDNA,Enterococcus phage phiFL3A,Na,Na,Na,Na,Na,Na,Na,Na
k141_83505_GMOREA0067-DNA,Thermoanaerobacterium phage THSA-485A,Unknown,Unknown,dsDNA,Thermoanaerobacterium phage THSA-485A,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Thermoanaerobacterium phage THSA-485A,unclassified Thermoanaerobacterium phage THSA-485A subspecies/strain
k141_83522_GMOREA0041-DNA,Brigitvirus brigit,Brigitvirus,Unknown,dsDNA,Faecalibacterium phage FP_Brigit,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Brigitvirus,Brigitvirus brigit,Faecalibacterium phage FP_Brigit
k141_83552_GMOREA0044-DNA,Chuhaivirus simiae,Chuhaivirus,Suoliviridae,dsDNA,uncultured phage cr130_1,Viruses,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Chuhaivirus,Chuhaivirus simiae,uncultured phage cr130_1
k141_8356_GMOREA0113-DNA,Sherbrookevirus MMP04,Sherbrookevirus,Unknown,dsDNA,Clostridium phage phiMMP04,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Sherbrookevirus,Sherbrookevirus MMP04,Clostridium phage phiMMP04
k141_8357_GMOREA0134-DNA,Llyrvirus SSKS1,Llyrvirus,Unknown,dsDNA,Synechococcus phage S-SKS1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Zhoulongquanvirus,Zhoulongquanvirus esscess,Synechococcus phage S-SCSM1
k141_83585_GMOREA0052-DNA,Jujuvirus petra,Jujuvirus,Unknown,dsDNA,Gordonia phage Petra,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Jujuvirus,Jujuvirus petra,Gordonia phage Petra
k141_83605_GMOREA0103-DNA,Colneyvirus CDKM15,Colneyvirus,Unknown,dsDNA,Clostridium phage CDKM15,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Colneyvirus,Colneyvirus CDKM15,Clostridium phage CDKM15
k141_83609_GMOREA0011,Triavirus SA137ruMSSAST121PVL,Triavirus,Unknown,dsDNA,Staphylococcus phage SA137ruMSSAST121PVL,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Triavirus,Triavirus SA137ruMSSAST121PVL,Staphylococcus phage SA137ruMSSAST121PVL
k141_8360_GMOREA0168-DNA,Peeveelvirus PV83,Peeveelvirus,Unknown,dsDNA,Staphylococcus prophage phiPV83,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Peeveelvirus,Peeveelvirus PV83,Staphylococcus prophage phiPV83
k141_83635_GMOREA0103-DNA,Punavirus P1,Punavirus,Unknown,dsDNA,Enterobacteria phage P7,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Svunavirus,Svunavirus sv1,Bacillus phage 1
k141_83635_GMOREA0119-DNA,Svunavirus GBSV1,Svunavirus,Unknown,dsDNA,Geobacillus phage GBSV1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Lactococcus phage bIL285,unclassified Lactococcus phage bIL285 subspecies/strain
k141_83637_GMOREA0012,Banchanvirus SS1201,Banchanvirus,Autographiviridae,dsDNA,Cyanophage SS120-1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Colneyvirus,Colneyvirus CDKM15,Clostridium phage CDKM15
k141_8363_GMOREA0006,Clostridium phage phiCD211,Unknown,Unknown,dsDNA,Clostridium phage phiCD211,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Clostridium phage phiCD211,unclassified Clostridium phage phiCD211 subspecies/strain
k141_83640_GMOREA0094-DNA,Mooreparkvirus Lb3381,Mooreparkvirus,Herelleviridae,dsDNA,Lactobacillus phage Lb338-1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Herelleviridae,Mooreparkvirus,Mooreparkvirus Lb3381,Lactobacillus phage Lb338-1
k141_83660_GMOREA0171-DNA,Cequinquevirus Ld25A,Cequinquevirus,Unknown,dsDNA,Lactobacillus phage Ld25A,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Cequinquevirus,Cequinquevirus Ld25A,Lactobacillus phage Ld25A
k141_83669_GMOREA0004,Colneyvirus CD27,Colneyvirus,Unknown,dsDNA,Clostridioides phage phiCD27,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Colneyvirus,Colneyvirus CD27,Clostridioides phage phiCD27
k141_8370_GMOREA0142-DNA,Bievrevirus bv4A7,Bievrevirus,Unknown,dsDNA,Escherichia phage 4A7,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Bievrevirus,Bievrevirus bv4A7,Escherichia phage 4A7
k141_83757_GMOREA0171-DNA,Brevibacillus phage Sundance,Unknown,Unknown,dsDNA,Brevibacillus phage Sundance,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Brevibacillus phage Sundance,unclassified Brevibacillus phage Sundance subspecies/strain
k141_8379_GMOREA0050-DNA,Paclarkvirus BHN167,Unknown,Unknown,dsDNA,Streptococcus phage phiBHN167,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Paclarkvirus BHN167,Streptococcus phage phiBHN167
k141_83803_GMOREA0029,Bacillus phage BalMu-1,Lagaffevirus,Unknown,dsDNA,Bacillus phage BalMu-1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Lagaffevirus,Bacillus phage BalMu-1,Faecalibacterium phage FP_Lagaffe
